sort,book,chapter,verse,source,target
180367379,LUK,3,19,"When Herod the tetrarch had been reproved for marrying his brother's wife Herodias, and for all the other evil things that Herod had done,","yohana akamulotokela herode omukuru nu owomuko wa abhwo okumutashya herodia, omukazi nu owamunyanya wa wenene kandi abhwo ebhibhi ebhindi bhingi herode ebhi yabheile akozile."
180367380,LUK,3,20,"he added this to them all, that he locked John up in prison.",chonka echaondeireo herode akakora ebhibhi ebhindi bhibhi muno. Akamukoma yohana omuchifungo.
180367381,LUK,3,21,"Now it came about, when all the people were baptized, Jesus also was baptized, and while he was praying, the heavens opened,","chityo chikaija chiti, akanya akabhantu bhona aibhabhile mbabhatizwa yohana, na wenene yesu akhabhatizwa hamo, akanya ebhichu bhikomoloka."
180367382,LUK,3,22,"and the Holy Spirit in bodily form came down on him like a dove, and a voice came from heaven: ""You are my beloved Son. I am pleased with you.""","moyo alikwela ahanuka haigulu yawenene nkechinyumanyume hanu nkenjiwa, akanya ako ako esauti yeija kuluga omwiguru negamba “ iwe oromwana wange omuganzibwa. Ninsemererwa muno kandi naiwe."
180367383,LUK,3,23,"When Jesus began his ministry, he was about thirty years of age. He was the son (as it was assumed) of Joseph, the son of Heli,","yesu wenene, kiyabhandize kwegesa akabha aine emiaka gasatu. Akabha alomwana (nkokwichalebhirwe) nu Yusufu omwana wa Eli,"
180367384,LUK,3,24,"the son of Matthat, the son of Levi, the son of Melchi, the son of Jannai, the son of Joseph.","omwana nu mathati, omwana owa lawi, omwana owa Melki, omwana owa Yona, omwana owa Yusufu"
180367385,LUK,3,25,"Joseph was the son of Mattathias, the son of Amos, the son of Nahum, the son of Esli, the son of Naggai,","Omwana Owa matathra ,O mwana Owa  amosi ,O mwana  Owa  Nahuma , Omwana  wa Esli , Omwana  Owa Nagai"
180367386,LUK,3,26,"the son of Maath, the son of Mattathias, the son of Semein, the son of Josech, the son of Joda.","mwana  Owa  maati , O mwanaowa ,matathia , Omwana  Owa semein ,Omwana  Owa Yusufu , Omwana  Owa Yuda"
180367387,LUK,3,27,"Joda was the son of Joanan, the son of Rhesa, the son of Zerubbabel, the son of Salathiel, the son of Neri,","Omwana  Owa Yoanani, Omwana  Owa Resa, Omwana  Owa Zerubabeli, Omwana  Owa Shealtieli, Omwana  Owa Neri"
180367388,LUK,3,28,"the son of Melchi, the son of Addi, the son of Cosam, the son of Elmadam, the son of Er,","Omwana  Owa Melki, Omwana Owa  Adi, Omwana Owa Kosamu , Omwana Owa Elmadamu, Omwana  Owa Eri"
180367389,LUK,3,29,"the son of Joshua, the son of Eliezer, the son of Jorim, the son of Matthat, the son of Levi.","Omwana  owa Yoshua, Omwana  Owa Eliezer Omwana Owa Yorimu, Omwana  Owa Matathi, Omwana  wa lawi,"
180367390,LUK,3,30,"Levi was the son of Simeon, the son of Judah, the son of Joseph, the son of Jonam, the son of Eliakim,","Omwana owa simeoni, omwana Owa Yuda, Omwana Owa Yusufu, Omwana  Owa Yonamu Omwana  Owa Eliyakimu,"
180367391,LUK,3,31,"the son of Melea, the son of Menna, the son of Mattatha, the son of Nathan, the son of David,","Omwana Owa melea, Omwana owa mena  Omwana  Owamatatha, Omwana Owa Natha ni, Omwana Owa Daudi,"
180367392,LUK,3,32,"the son of Jesse, the son of Obed, the son of Boaz, the son of Salmon, the son of Nahshon.","Omwana Owa yese, Omwana Owa Obedi, Omwana Owa Boazi, Omwana  Owa Salimon, Omwana  Owa Nashoni,"
180367393,LUK,3,33,"Nahshon was the son of Amminadab, the son of Admin, the son of Arni, the son of Hezron, the son of Perez, the son of Judah,","Omwana Owa Abinadabu, Omwana Owa Aramu, Omwana Owa Hesron, Omwana Owa peresi, Omwana Owa Yuda,"
180367394,LUK,3,34,"the son of Jacob, the son of Isaac, the son of Abraham, the son of Terah, the son of Nahor,","Omwana  Owa Yakobo, Omwana Owa Isaka, Omwana Owa Ibrahimu, Omwana Owa Tera, Omwana  Owa Nahori,"
180367395,LUK,3,35,"the son of Serug, the son of Reu, the son of Peleg, the son of Eber, the son of Shelah.","Omwana Owa Seruig, Omwana Owa Ragau, Omwana Owa Pelegi, Omwana Owa Eberi, Omwana Owa Sala,"
180367396,LUK,3,36,"Shelah was the son of Cainan, the son of Arphaxad, the son of Shem, the son of Noah, the son of Lamech,","Omwana Owa Kenani , Omwana Owa Arfaksadi, Omwana Owa Shemu, Omwana Owa Nuhu, Omwana Owa Lameki,"
180367397,LUK,3,37,"the son of Methuselah, the son of Enoch, the son of Jared, the son of Mahalalel, the son of Cainan,","Omwana Owa methusela Omwana Owa Henoko, Omwana Owa Yaredi, Omwana Owa mahalalei, Omwana Owa Kenani,"
180367398,LUK,3,38,"the son of Enos, the son of Seth, the son of Adam, the son of God.","Omwana Owa Enoshi Omwana Owa Sethi, Omwana Owa Adamu, Omwana Owa mukama."
180371457,LUK,4,1,"Then Jesus, being full of the Holy Spirit, returned from the Jordan River and was led by the Spirit in the wilderness,","Echaondereo ,yesu heijula mwoyo alikwera agarukayo kuruga omunyanja jordani ,kandi aherekerezwa mwoyo omwijanga"
180371458,LUK,4,2,"where for forty days he was tempted by the devil. He ate nothing during those days, and at the end of that time he was hungry.","obwo ebhiro gana, kandi okwo anchenchurwa  kandi ibilisi  hakanya ako talarile chona kandi enzindo ego hakanya hako haribwa enjara."
180371459,LUK,4,3,"The devil said to him, ""If you are the Son of God, command this stone to become bread.""","Ibilisi amugambira, “iwe korabha horyo omwana owa mukama, gambira heibare eri libhe omukate“"
180371460,LUK,4,4,"Jesus answered him, ""It is written, 'Man does not live on bread alone.'""","yesu amusobhorora “chiandikirwe, “omuntu tarature obhwo omukate gwonka."""
180371461,LUK,4,5,Then the devil led Jesus up and showed him all the kingdoms of the world in an instant of time.,kandi ibilisi akamwebembera ahiguru yeibega alafu amwereka ebintu bhona   ebyensi omuhanda gugufi.
180371462,LUK,4,6,"The devil said to him, ""I will give to you all this authority and all their glory, for they have been given to me, and I can give it to anyone I want.","ibilisi amugambira  “ninja kukua obhutwazi obwokwemelela ebhintu bhona kandi nefahari zona  . nimbasa kukoratyo alwesoga bhyona bhikahebhwa nye mbirebherere ,kandi nimbasa kumuha wenawena owinkwenda kuha"
180371463,LUK,4,7,"So then, if you will bow down and worship me, it will be yours.""","chityo iwe alija ahansi yange nokunsabha, ebhinu bhona ebhi mbijakubha ebhawe“"
180371464,LUK,4,8,"But Jesus answered and said to him, ""It is written, 'You will worship the Lord your God, and you will serve only him.'""","Chonka yesu akamusubhamu nokumugambira, “chiandikirwe, ”nelazima kumusubha mungu wawe, kandi nelazima okolele wenene wenka“"
180371465,LUK,4,9,"Then the devil led Jesus to Jerusalem and put him on the very highest point of the temple building, and said to him, ""If you are the Son of God, throw yourself down from here.","Eechaondeilo  ibilisi akamwebembera yesu mpaka yerusalemu no kumteka ahantu ahara ahiguru muno. Eyenju eye kanisa kandi amugambira, ”iwe kolabha olyo omwana owo mukama, yenage ahansi kuruga aha."
180371466,LUK,4,10,"For it is written, 'He will give orders to his angels regarding you, to protect you,'","hobho kubha chiandikirwe, “najakutuma  bhamoyo bhawenene  bhakutunze kandi bhakurinde"
180371467,LUK,4,11,"and, 'They will lift you up in their hands, so that you will not strike your foot against a stone.'""","kandi mbajakwimucha ahiguru ye bhare."""
180371468,LUK,4,12,"Answering him, Jesus said, ""It is said, 'Do not put the Lord your God to the test.'""","yesu amusobhorola amugambira, “bigambirwe, “otachokoza katonda mukama wawe."""
180371469,LUK,4,13,"When the devil had finished tempting Jesus, he went away and left him until another time.","ibilisi amara kuchokoza yesu, agenda okwa wenene kandi amureka alinda hakanya hakanzindo"
180371470,LUK,4,14,"Then Jesus returned to Galilee in the power of the Spirit, and news about him spread throughout the entire surrounding region.","nangu yesu asubha galilaya hamani gaa mwoyo, kandi ebhigambo  ebhikateine aliwenene bhigambwa kandi bhijura emikoa  eyabhati  yona"
180371471,LUK,4,15,Then he began to teach in their synagogues and he was praised by all.,"akegesa omuma kanisa ghabho, kandi bhuryomo akamusima"
180371472,LUK,4,16,"He came into Nazareth, where he had been raised, and, as was his custom, he entered the synagogue on the Sabbath day and he stood up to read aloud.","echiro chimo agenda  nazareti, omuchingo echiya lelehi  rweyo nokukurilayo. nko kuyabheiri nakora wenene akataa omukanisa omuchiro echeirmasi, kandi ayemeleire kugamba echigambo"
180371473,LUK,4,17,"The scroll of the prophet Isaiah was handed to him. He opened the scroll and found the place where it was written,","akaebhwa  echitabho echo mueleza isaya, chityo akakomoroka echitabho  kandi ahiga echiparide echiandikirwe,"
180371474,LUK,4,18,"""The Spirit of the Lord is upon me, because he anointed me to announce good news to the poor. He has sent me to proclaim freedom to the captives and recovery of sight to the blind, to set free those who are oppressed,","mwoyo gwaa katonda gyuri ahiguru yange, obhokubha akantao amajuta kurangirila ebhigambo  ebhirungi abhwo kwetaga. atumire kubhagambhira kukomororwa abha komirwe, kandi kukora abhatakarebha bhabhase kurebha amaraendijo k ubhata kukomoroka bharinya abhasindagirwe,"
180371475,LUK,4,19,"to proclaim the year of the Lord's favor.""","kugambha omwaka gurinya katonda ogwarayereka obhurungi bhawenene."""
180371476,LUK,4,20,"Then he rolled up the scroll, gave it back to the attendant, and sat down. The eyes of all in the synagogue were fixed on him.","nangu akoma echitabho, amugalurila omurebhelezi owe ebhikanisa, kari asitama  ahansi  amaiso gabhanntu bhona abhabheire bhari omwikanisa gamurebhwiwe nene"
180371477,LUK,4,21,"He began to speak to them: ""Today this scripture has been fulfilled in your hearing.""","abhanza kughambha nabhonene nagambh, chirechi echiandikirwe chago bheserezwe omumatu ganyu “"
180371478,LUK,4,22,"Everyone there spoke well of him and they were amazed at the gracious words which were coming out of his mouth, and they asked, ""Is this not the son of Joseph?""","buryomo  halinya  akarebha chirinya echiyagambire yesu, kandi habheingi omuri bhonene bhakashobheza   ebhigambo bya amagezi ebhiyabheire mbheruga  omukanwa kawenene bhakabha mbhagambha, “ hogu na msigazi owa yusuphu, tichiri chityo?"""
180371479,LUK,4,23,"He said to them, ""Surely you will say this proverb to me, 'Doctor, heal yourself. Whatever we heard that you did in Capernaum, do the same in your hometown.'""","Yesu abhagambira, “nimanya nimjakubha  emethali heji alinye, “omukunga, yetambire iwe. chonachona echitwaulire nokora chawe “"
180371480,LUK,4,24,"But he said, ""Truly I say to you, no prophet is received in his own hometown.","asubha agambha, “ndimu nimbhagambira higwe , talio homueleza  akikwiliza omunsi yawenene."""
180371481,LUK,4,25,"But in truth I tell you that there were many widows in Israel during the time of Elijah, when the sky was shut up for three years and six months and a great famine came upon all the land.","chonka nimbhagambhira hinywe amazima ngu akabha alio nabhakazi bhatena bhashaija Israeli  omukanya ka eliya, hakanya hakeiguru  rwakomirwe kuthabhao njura emiaka  esatu nenusu, hakanya  ekiyabhari  aliyo enjara mpango omunsi yona."
180371482,LUK,4,26,"But Elijah was sent to none of them, but only to Zarephath in Sidon, to a widow living there.","chonka eliya  taratumirwe ali wenawena omuri bhonene, chonka omukazi ataine  mshaija omo wenka eyabhheire  natura sarepto hei na echigo echa sidoni"
180371483,LUK,4,27,"There were many lepers in Israel during the time of Elisha the prophet, but none of them were cleansed except Naaman the Syrian.""","Chindi, akabha halio bheire bharweire ebhibhembhe bhaingi islaeli omukanya ka Elisha omueleza, chanko tario nomo omuri. bhonene eyatambhiriwe  omo weka naamani omuntu owa siria ."
180371484,LUK,4,28,All the people in the synagogue were filled with rage when they heard these things.,abhantu bhona omunda eye kanisa bhakaijura echiniga. kibhaulire hebhyo bhyona
180371485,LUK,4,29,"They got up, forced him out of the town, and led him to the cliff of the hill on which their town was built, so they might throw him off the cliff.","bhakemerela kandi  bhamuelekeleza anzindo eyorukuta orwehiba lekeleza anzindo eyorukuta orwehibanga orwa echigo habhwo chombekire haiguru yao, bhaibhase kumsindika ahansi"
180371486,LUK,4,30,But he passed through the middle of them and he went to another place.,Chonka akarabhaoge omugati yabho kandi oyegendere  obhwawe wenne.
180371487,LUK,4,31,"Then he went down to Capernaum, a city in Galilee, and he began to teach them on the Sabbath.",echaondeileo  ashuka  kapernaumu  omuchigo echa  galilaya  heirmasi  limo akabha nayegesa  abhantu  omunda yee ekanisa
180371488,LUK,4,32,"They were astonished at his teaching, because he spoke with authority.","Bhakasobhezwa nebhye geshwa bhawenene, hobwo  kubha akegesha  atarikutina."
180371489,LUK,4,33,"Now in the synagogue there was a man who had the spirit of an unclean demon, and he cried out with a loud voice,","Echiro echo omunda yekanisa, hakabha arimu omuntu eyabheire ehine oomuntu eyabheire heine omutima gwei pepo elichafu, kandi alir nesauti yahiguru,"
180371490,LUK,4,34,"""Ah! What do we have to do with you, Jesus of Nazareth? Have you come to destroy us? I know who you are—the Holy One of God!""","“Twine echawe, yesu owa nazareti? weja kumwita? nimanya  iwe oryoi! iwe orikwera owa mukama!"""
180371491,LUK,4,35,"Jesus rebuked the demon, saying, ""Do not speak! Come out of him!"" When the demon had thrown the man down in the middle of them, he came out of him, and did not harm him in any way.","Yesu akarotokera eipepo nagamba, yesiza otagambha, kandi oruga omuntu hogu!   ‘eipepo  lilinya abhurya  munagire omuntu   olinya ahansi  omugati yabho munagire omuntu orinya omuntu litamureteire abhusasi gonagona"
180371492,LUK,4,36,"All the people were very amazed, and they kept talking about it with one another. They said, ""What kind of words are these? He commands the unclean spirits with authority and power and they come out.""","abhantu bhona bhakatina, kandi bhagenderela kugambha  echintu echo bhuryoomo  na mutaiwe, bhagambha, “nee ebhigambho  bhyangeriki hebhi? narazimisha emirima zichafu obhutwazi kandi nomumani zirugemu “"
