sort,book,chapter,verse,es-419,en
197173272,1CO,10,24,"Nadie debe buscar su propio bien. En lugar de esto, cada uno debe buscar el bien de su vecino.","No one should seek his own good. Instead, each one should seek the good of his neighbor."
197173273,1CO,10,25,"Ustedes pueden comer cualquier cosa que se venda en el mercado, sin preguntas de conciencia.",Eat everything sold in the market without asking questions of conscience.
197173274,1CO,10,26,"Pues ""LA TIERRA ES DEL SEÑOR, Y LA PLENITUD DE ELLA.""","For ""the earth is the Lord's, and the fullness of it."""
197173275,1CO,10,27,"Si un incrédulo los invita comer, y ustedes desean ir, coman cualquier cosa que se les ponga delante sin hacer preguntas de conciencia.","If an unbeliever invites you to eat a meal, and you wish to go, eat whatever is set before you without asking questions of conscience."
197173276,1CO,10,28,"Pero si alguien te dice: ""Esta comida era de un sacrificio pagano,"" no la comas. Esto es por causa de aquel que te lo informó, y por motivos de conciencia.","But if someone says to you, ""This has been offered in sacrifice,"" then do not eat it, both for the sake of the one who informed you, and for the sake of conscience— "
197173277,1CO,10,29,"Yo no me refiero a tu propia conciencia, sino a la conciencia de la otra persona. Pues ¿por qué mi libertad debe ser juzgada por la conciencia de otro?","the conscience of the other man, I mean, and not yours. For why should my freedom be judged by another's conscience?"
197173278,1CO,10,30,"Si yo participo de la comida con gratitud, ¿por qué soy yo insultado por aquello por lo cual yo dí gracias?","If I partake of the meal with gratitude, why am I being insulted for that for which I gave thanks?"
197173279,1CO,10,31,"Por lo tanto, sea que coman o beban, o cualquier cosa que hagan, háganlo todo para la gloria de Dios.","Therefore, whether you eat or drink, or whatever you do, do all to the glory of God."
197173280,1CO,10,32,"No ofendan a Judíos ni a Griegos, ni a la iglesia de Dios.","Be blameless both to Jews and to Greeks, and to the church of God."
197173281,1CO,10,33,"Yo trato de complacer a todos en todas las cosas. No busco mi beneficio, sino el de muchos. Hago esto para que ellos sean salvos.","In the same way I try to please all people in all things. I do not seek my benefit, but that of the many. I do this so that they may be saved."
197177345,1CO,11,1,"Sean imitadores de mí, así como yo soy imitador de Cristo.","Be imitators of me, just as I am an imitator of Christ."
197177346,1CO,11,2,Yo les alabo porque ustedes se acuerdan de mí en todo. Les alabo porque ustedes se adhieren bien a las tradiciones tal como yo se las entregué a ustedes.,Now I praise you because you remember me in everything. I praise you because you hold firmly to the traditions just as I delivered them to you.
197177347,1CO,11,3,"Ahora yo quiero que ustedes entiendan que Cristo es la cabeza de todo hombre, que un hombre es la cabeza de una mujer, y que Dios es la cabeza de Cristo.","Now I want you to understand that Christ is the head of every man, that a man is the head of a woman, and that God is the head of Christ."
197177348,1CO,11,4,Cualquier hombre que ora o profetiza con su cabeza cubierta deshonra su cabeza.,Any man who prays or prophesies with his head covered dishonors his head.
197177349,1CO,11,5,Pero cualquier mujer que ora o profetiza con su cabeza descubierta deshonra su cabeza. Porque es una y la misma cosa como si su cabeza estuviera rapada.,But any woman who prays or prophesies with her head uncovered dishonors her head. For it is the same thing as if her head were shaved.
197177350,1CO,11,6,"Pues si una mujer no cubre su cabeza, ella debe cortar su pelo corto. Si es vergonzoso para una mujer cortarse el cabello o raparse su cabeza, que se cubra la cabeza.","For if a woman will not cover her head, she should cut her hair short. If it is disgraceful for a woman to have her hair cut off or for her to shave her head, let her cover her head."
197177351,1CO,11,7,"Un hombre no debe tener su cabeza cubierta, ya que es la imagen y gloria de Dios. Pero la mujer es la gloria del hombre.","For a man should not have his head covered, since he is the image and glory of God. But the woman is the glory of the man."
197177352,1CO,11,8,"Porque el hombre no fue hecho de la mujer. Por lo contrario, la mujer fue hecha del hombre.","For man was not made from woman. Instead, woman was made from man."
197177353,1CO,11,9,"Porque tampoco fue el hombre creado para la mujer. Por el contrario, la mujer fue creada para el hombre.","For neither was man created for woman. Instead, woman was created for man."
197177354,1CO,11,10,"Por esto es que la mujer debe tener un símbolo de autoridad sobre su cabeza, debido a los ángeles.","This is why the woman ought to have a symbol of authority on her head, because of the angels."
197177355,1CO,11,11,"Sin embargo, en el Señor, la mujer no es independiente del hombre, ni el hombre es independiente de la mujer.","Nevertheless, in the Lord, the woman is not independent from the man, nor is the man independent from the woman."
197177356,1CO,11,12,"Pues así como la mujer viene del hombre, así el hombre viene de la mujer. Y todas las cosas vienen de Dios.","For as the woman comes from the man, so does the man come from the woman. And all things come from God."
197177357,1CO,11,13,Juzguen por ustedes mismos: ¿Es apropiado que una mujer le ore a Dios con su cabeza descubierta?,Judge for yourselves: Is it proper for a woman to pray to God with her head uncovered?
197177358,1CO,11,14,"¿La misma naturaleza no les enseña a ustedes que si un hombre tiene el cabello largo, es una deshonra para él?","Does not even nature itself teach you that if a man has long hair, it is a dishonor for him?"
197177359,1CO,11,15,"¿La naturaleza no les enseña a ustedes que si una mujer tiene el cabello largo, ésa es su gloria? Porque su cabello se le dio para cubrirse.","Does not nature teach you that if a woman has long hair, it is her glory? For her hair has been given to her as a covering."
197177360,1CO,11,16,"Pero si alguien quiere discutir acerca de esto, nosotros no tenemos ninguna otra práctica, ni las iglesias de Dios.","But if anyone wants to argue about this, we do not have any other practice, nor do the churches of God."
197177361,1CO,11,17,"Pero en las siguientes instrucciones, no los alabo. Pues cuando ustedes se reúnen, no es por lo mejor, sino por lo peor.","But in the following instructions, I do not praise you. For when you come together, it is not for the better but for the worse."
197177362,1CO,11,18,"Pues en primer lugar, yo escucho que cuando ustedes se reúnen en la iglesia, hay divisiones entre ustedes, y en parte yo lo creo.","For in the first place, I hear that when you come together in the church, there are divisions among you, and in part I believe it."
197177363,1CO,11,19,"Pues debe haber también disensiones entre ustedes, para que aquellos quienes son aprobados sean reconocidos entre ustedes.","For there must also be factions among you, so that those who are approved may become evident among you."
197177364,1CO,11,20,"Pues cuando ustedes se reúnen, no es la Cena del Señor la que comen.","For when you come together, it is not the Lord's Supper that you eat."
197177365,1CO,11,21,"Cuando ustedes comen, cada uno come su propia comida antes que los otros tengan la suya. Uno tiene hambre y otro se embriaga.","When you eat, each one eats his own food before the others have their meal. One is hungry, and another becomes drunk."
197177366,1CO,11,22,¿No tienen ustedes casas para comer y beber? ¿O desprecian ustedes la iglesia de Dios y humillan a aquellos que no tienen nada? ¿Qué debo decirles? ¿Los debo alabar? ¡No los alabaré por esto!,Do you not have houses to eat and to drink in? Do you despise the church of God and humiliate those who have nothing? What should I say to you? Should I praise you? I will not praise you for this!
197177367,1CO,11,23,"Porque yo recibí del Señor lo que también les enseñé a ustedes, que el Señor Jesús, en la noche que fue traicionado, tomó pan.","For I received from the Lord what I also passed on to you, that the Lord Jesus, on the night when he was betrayed, took bread."
197177368,1CO,11,24,"Después de haber dado gracias, lo partió y dijo: ""Esto es mi cuerpo, que es para ustedes. Hagan esto para recordarme.""","After he had given thanks, he broke it and said, ""This is my body, which is for you. Do this to remember me."""
197177369,1CO,11,25,"En la misma manera Él tomó la copa después de cenar, y dijo: ""Esta copa es el nuevo pacto en Mi sangre. Hagan esto cuantas veces ustedes la beban, para recordarme.""","In the same way he took the cup after supper, and he said, ""This cup is the new covenant in my blood. Do this as often as you drink it, to remember me."""
197177370,1CO,11,26,"Porque cada vez que coman este pan y beban esta copa, ustedes proclaman la muerte del Señor hasta que Él venga.","For every time you eat this bread and drink this cup, you proclaim the Lord's death until he comes."
197177371,1CO,11,27,"Cualquiera, por lo tanto, que coma el pan o beba la copa del Señor de una manera indigna, será culpable del cuerpo y la sangre del Señor.","Whoever, therefore, eats the bread or drinks the cup of the Lord in an unworthy manner will be guilty of the body and the blood of the Lord."
